,hs_code,suffix,description
104,,010,1 気密容器入りのもの（容器ともの1個の重量が10キログラム以下のものに限る。）
105,,020,2 その他のもの
106,2005.70,,オリーブ
107,,010,1 気密容器入りのもの（容器ともの1個の重量が10キログラム以下のものに限る。）
108,,020,2 その他のもの
109,2005.80,,スイートコーン（ゼア・マユス変種サカラタ）
110,,100,1 砂糖を加えたもの
111,,200,2 その他のもの
112,,,その他の野菜及び野菜を混合したもの
113,2005.91,,たけのこ
114,,100,1 砂糖を加えたもの
115,,900,2 その他のもの
116,2005.99,,その他のもの
117,,,1 砂糖を加えたもの
118,,,(1)豆（さや付きのものを除く。）
119,,111,A 気密容器入りのもの（豚の肉又はラードその他の豚脂及びトマトピューレーその他のトマトの調製品を含むものに限る。）
120,,119,B その他のもの
121,,190,(2)その他のもの
122,,,2 その他のもの
123,,,(1)ヤングコーンコブ
124,,211,− 気密容器入りのもの
125,,219,− その他のもの
126,,220,(2)豆（さや付きのものを除く。）
127,,230,(3)サワークラウト
128,,,(4)その他のもの
129,,,A 気密容器入りのもの（容器ともの1個の重量が10キログラム以下のものに限る。）
130,,911,(a)にんにくの粉
131,,919,(b)その他のもの
132,,,B その他のもの
133,,991,(a)にんにくの粉
134,,999,(b)その他のもの
135,20.06,,
136,2006.00,,砂糖により調製した野菜、果実、ナット、果皮その他植物の部分（ドレインしたもの、グラッセのもの及びクリスタライズしたものに限る。）
137,,010,1 マロングラッセ
138,,,2 その他のもの
139,,021,− あんず
140,,029,− その他のもの
141,20.07,,ジャム、フルーツゼリー、マーマレード、果実又はナットのピューレー及び果実又はナットのペースト（加熱調理をして得られたものに限るものとし、砂糖その他の甘味料を加えてあるかないかを問わない。）
142,2007.10,,均質調製果実
143,,100,1 砂糖を加えたもの
144,,200,2 その他のもの
145,,,その他のもの
146,2007.91,,かんきつ類の果実
147,,,1 ジャム、フルーツゼリー及びマーマレード
148,,,(1)砂糖を加えたもの
149,,111,− ジャム
150,,119,− フルーツゼリー及びマーマレード
151,,,(2)その他のもの
152,,121,− ジャム
153,,129,− フルーツゼリー及びマーマレード
154,,,2 フルーツピューレー及びフルーツペースト
155,,210,(1)砂糖を加えたもの
156,,220,(2)その他のもの
157,2007.99,,その他のもの
158,,,1 ジャム及びフルーツゼリー
159,,,(1)砂糖を加えたもの
160,,111,− ジャム
161,,119,− フルーツゼリー
162,,,(2)その他のもの
163,,121,− ジャム
164,,129,− フルーツゼリー
165,,,2 その他のもの
166,,,(1)砂糖を加えたもの
167,,211,− フルーツピューレー及びフルーツペースト
168,,219,− その他のもの
169,,,(2)その他のもの
170,,221,− フルーツピューレー及びフルーツペースト
171,,229,− その他のもの
172,20.08,,果実、ナットその他植物の食用の部分（その他の調製をし又は保存に適する処理をしたものに限るものとし、砂糖その他の甘味料又はアルコールを加えてあるかないかを問わず、他の項に該当するものを除く。）
173,,,ナット、落花生その他の種（これらを相互に混合してあるかないかを問わない。）
174,2008.11,,落花生
175,,,1 砂糖を加えたもの
176,,110,(1)ピーナツバター
177,,120,(2)その他のもの
178,,,2 その他のもの
179,,210,(1)ピーナツバター
180,,,(2)その他のもの
181,,,− 煎つた落花生
182,,291,−− さや付きのもの
183,,292,−− その他のもの
184,,299,− その他のもの
185,2008.19,,その他のもの（混合したものを含む。）
186,,,1 砂糖を加えたもの
187,,110,(1)パルプ状のもの
188,,,(2)その他のもの
189,,,A カシューナット及びその他の煎つたナット
190,,191,− カシューナット
191,,192,− その他のもの
192,,,B その他のもの
193,,193,− くり（気密容器入りのもので、容器ともの1個の重量が10キログラム以下のものに限るものとし、煎つたものを除く。）
194,,199,− その他のもの
195,,,2 その他のもの
196,,,(1)パルプ状のもの
197,,211,A カシューナット（煎つたものを除く。）
198,,219,B その他のもの
199,,,(2)その他のもの
200,,,A アーモンド（煎つたものに限る。）及びマカダミアナット（煎つたものを除く。）
201,,227,− マカダミアナット（煎つたものを除く。）
202,,222,− アーモンド（煎つたものに限る。）
203,,,B マカダミアナット（煎つたものに限る。）及びペカン（煎つたものに限る。）
204,,221,− マカダミアナット（煎つたものに限る。）
205,,223,− ペカン（煎つたものに限る。）
206,,,C ココやしの実、ブラジルナット、パラダイスナット、ヘーゼルナット（コリュルス属のもの）、カシューナット及びぎんなん
207,,224,− ココやしの実、ブラジルナット、パラダイスナット及びヘーゼルナット（コリュルス属のもの）
208,,225,− カシューナット
209,,226,− ぎんなん
210,,,D その他のもの
211,,228,(a)煎つたもの
212,,229,(b)その他のもの
213,2008.20,,パイナップル
214,,,1 砂糖を加えたもの
215,,,(1)気密容器入りのもので、容器ともの1個の重量が10キログラム以下のもの（細片にし、破砕し又はパルプ状にしたものを除く。）
216,,111,− この号の1の(1)及び2の(1)に掲げるパイナップルについて、当該年度における国内需要見込数量から国内で生産されるもの（国内産の生鮮のパイナップルを原料とするものに限る。）の見込数量を控除した数量を基準とし、国際市況その他の条件を勘案して政令で定める数量（以下この号において「共通の限度数量」という。）以内のもの
217,,119,− その他のもの
218,,,(2)その他のもの
219,,191,A 気密容器入りのもので、容器ともの1個の重量が10キログラム以下のもの（細片にし、破砕し又はパルプ状にしたものに限る。）
220,,199,B その他のもの
221,,,2 その他のもの
222,,,(1)気密容器入りのもので、容器ともの1個の重量が10キログラム以下のもの（細片にし、破砕し又はパルプ状にしたものを除く。）
223,,211,− 共通の限度数量以内のもの
224,,219,− その他のもの
225,,290,(2)その他のもの
226,2008.30,,かんきつ類の果実
227,,,1 砂糖を加えたもの
228,,110,(1)パルプ状のもの
229,,190,(2)その他のもの
230,,,2 その他のもの
231,,210,(1)パルプ状のもの
232,,290,(2)その他のもの
233,2008.40,,なし
234,,,1 砂糖を加えたもの
235,,,(1)パルプ状のもの
236,,111,A 気密容器入りのもの
237,,119,B その他のもの
238,,,(2)その他のもの
239,,191,A 気密容器入りのもの
240,,199,B その他のもの
241,,,2 その他のもの
242,,,(1)パルプ状のもの
243,,211,A 気密容器入りのもの
244,,219,B その他のもの
245,,,(2)その他のもの
246,,291,A 気密容器入りのもの
247,,299,B その他のもの
248,2008.50,,あんず
249,,,1 砂糖を加えたもの
250,,110,(1)パルプ状のもの
251,,190,(2)その他のもの
252,,,2 その他のもの
253,,210,(1)パルプ状のもの
254,,290,(2)その他のもの
255,2008.60,,さくらんぼ
256,,,1 砂糖を加えたもの
257,,110,(1)パルプ状のもの
258,,190,(2)その他のもの
259,,,2 その他のもの
260,,210,(1)パルプ状のもの
261,,290,(2)その他のもの
262,2008.70,,桃（ネクタリンを含む。）
263,,,1 砂糖を加えたもの
264,,,(1)パルプ状のもの
265,,111,A 気密容器入りのもの
266,,119,B その他のもの
267,,,(2)その他のもの
268,,,A 気密容器入りのもの
269,,191,(a)容器ともの1個の重量が2キログラム以上のもの
270,,192,(b)その他のもの
271,,199,B その他のもの
272,,,2 その他のもの
273,,,(1)パルプ状のもの
274,,211,A 気密容器入りのもの
275,,219,B その他のもの
276,,,(2)その他のもの
277,,291,A 気密容器入りのもの
278,,299,B その他のもの
279,2008.80,,ストロベリー
280,,,1 砂糖を加えたもの
281,,110,(1)パルプ状のもの
282,,190,(2)その他のもの
283,,,2 その他のもの
284,,210,(1)パルプ状のもの
285,,290,(2)その他のもの
286,,,その他のもの（混合したもの（第2008.19号のものを除く。）を含む。）
287,2008.91,000,パームハート
288,2008.93,,クランベリー（ヴァキニウム・マクロカルポン及びヴァキニウム・オクシココス）及びこけもも（ヴァキニウム・ヴィティスイダイア）
289,,,1 砂糖を加えたもの
290,,110,(1)パルプ状のもの
291,,120,(2)その他のもの
292,,,2 その他のもの
293,,210,(1)パルプ状のもの
294,,220,(2)その他のもの
295,2008.97,,混合したもの
296,,,1 ミックスドフルーツ、フルーツサラダ及びフルーツカクテル
297,,110,− 砂糖を加えたもの
298,,120,− その他のもの
299,,,2 その他のもの
300,,,(1)砂糖を加えたもの
301,,211,A パルプ状のもの
302,,219,B その他のもの
303,,,(2)その他のもの
304,,221,A パルプ状のもの
305,,229,B その他のもの
306,2008.99,,その他のもの
307,,100,1 梅
308,,,2 その他のもの
309,,,(1)砂糖を加えたもの
310,,,A パルプ状のもの
311,,211,(a)バナナ及びアボカドー
312,,215,(b)その他のもの
313,,,B その他のもの
314,,212,(a)べリー及びプルーン
315,,,(b)バナナ、アボカドー、マンゴー、グアバ及びマンゴスチン
316,,213,− 気密容器入りのもの
317,,214,− その他のもの
318,,,(c)第1212.21 号の物品のもの
319,,217,イ しよ糖の含有量が全重量の50％未満のもの
320,,,ロ その他のもの
321,,,− 関税暫定措置法第8条の6第1項の規定により経済連携協定に基づく譲許の便益の適用を受けて輸入するもの
322,,261,−− 環太平洋パートナーシップに関する包括的及び先進的な協定（以下この項において「環太平洋包括的及び先進的協定」という。）附属書2-Dの日本国の関税率表の付録Aの第B節の20のTWQ-JP20に掲げる品目又は経済上の連携に関する日本国と欧州連合との間の協定（以下この項において「欧州連合協定」という。）附属書2-Aの第3編の第B節の12のTRQ-11に掲げる品目に分類されるもの
323,,262,−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の24のTWQ-JP24に掲げる品目又は欧州連合協定附属書2-Aの第3編の第B節の13のTRQ-12に掲げる品目に分類されるもの
324,,,− その他のもの
325,,265,−− 包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定（以下この項において「英国協定」という。）附属書2-Aの第3編の第B節の第2款の5の（a）に定めるもの
326,,266,−− 英国協定附属書2-Aの第3編の第B節の第2款の6の（a）に定めるもの
327,,269,−− その他のもの
328,,,(d)その他のもの
329,,216,− ドリアン、ランブータン、パッションフルーツ、レイシ及びごれんし
330,,219,− その他のもの
331,,,(2)その他のもの
332,,,A パルプ状のもの
333,,,(a)バナナ、アボカドー及びプルーン
334,,221,− バナナ及びアボカドー
335,,222,− プルーン
336,,,(b)その他のもの
337,,226,− マンゴー、グアバ及びマンゴスチン
338,,234,− カムカム
339,,227,− その他のもの
340,,,B その他のもの
341,,223,(a)プルーン
342,,,(b)バナナ、アボカドー、マンゴー、グアバ及びマンゴスチン
343,,224,− 気密容器入りのもの
344,,225,− その他のもの
345,,228,(c)さといも（コロカシア属のもの）（冷凍したものに限る。）
346,,,(d)第1212.21 号の物品のもの
347,,233,− ひじき（ヒジキア・フスィフォルミス）
348,,235,− 長方形（正方形を含む。）の紙状に抄製したもので、1枚の面積が430平方センチメートル以下のもの（調味したものを除く。）
349,,239,− その他のもの
350,,,(e)その他のもの
351,,231,− ドリアン、ランブータン、パッションフルーツ、レイシ及びごれんし
352,,236,− カムカム
353,,232,− 爆裂種のとうもろこし（通常の気圧の下で加熱により爆裂するものに限る。）
354,,251,− かんしよ（単に蒸気又は水煮による加熱調理をした後、乾燥したもので、全形のもの及び断片状のものに限る。）
355,,259,− その他のもの
356,20.09,,果実、ナット又は野菜のジュース（ぶどう搾汁及びココナッツウォーターを含み、発酵しておらず、かつ、アルコールを加えてないものに限るものとし、砂糖その他の甘味料を加えてあるかないかを問わない。）
357,,,オレンジジュース
358,2009.11,,冷凍したもの
359,,,1 砂糖を加えたもの
360,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
361,,190,(2)その他のもの
362,,,2 その他のもの
363,,210,(1)しよ糖の含有量が全重量の10％以下のもの
364,,290,(2)その他のもの
365,2009.12,,冷凍してないもの（ブリックス値が20以下のものに限る。）
366,,,1 砂糖を加えたもの
367,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
368,,190,(2)その他のもの
369,,,2 その他のもの
370,,210,(1)しよ糖の含有量が全重量の10％以下のもの
371,,290,(2)その他のもの
372,2009.19,,その他のもの
373,,,1 砂糖を加えたもの
374,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
375,,190,(2)その他のもの
376,,,2 その他のもの
377,,210,(1)しよ糖の含有量が全重量の10％以下のもの
378,,290,(2)その他のもの
379,,,グレープフルーツジュース及びポメロジュース
380,2009.21,,ブリックス値が20以下のもの
381,,,1 砂糖を加えたもの
382,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
383,,190,(2)その他のもの
384,,,2 その他のもの
385,,210,(1)しよ糖の含有量が全重量の10％以下のもの
386,,290,(2)その他のもの
387,2009.29,,その他のもの
388,,,1 砂糖を加えたもの
389,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
390,,190,(2)その他のもの
391,,,2 その他のもの
392,,210,(1)しよ糖の含有量が全重量の10％以下のもの
393,,290,(2)その他のもの
394,,,その他のかんきつ類の果実のジュース（二以上の果実から得たものを除く。）
395,2009.31,,ブリックス値が20以下のもの
396,,,1 砂糖を加えたもの
397,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
398,,190,(2)その他のもの
399,,,2 その他のもの
400,,,(1)しよ糖の含有量が全重量の10％以下のもの
401,,211,A レモンジュース
402,,212,B ライムジュース
403,,219,C その他のもの
404,,290,(2)その他のもの
405,2009.39,,その他のもの
406,,,1 砂糖を加えたもの
407,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
408,,190,(2)その他のもの
409,,,2 その他のもの
410,,,(1)しよ糖の含有量が全重量の10％以下のもの
411,,211,A レモンジュース
412,,212,B ライムジュース
413,,219,C その他のもの
414,,290,(2)その他のもの
415,,,パイナップルジュース
416,2009.41,,ブリックス値が20以下のもの
417,,,1 砂糖を加えたもの
418,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
419,,190,(2)その他のもの
420,,,2 その他のもの
421,,210,(1)しよ糖の含有量が全重量の10％以下のもの
422,,290,(2)その他のもの
423,2009.49,,その他のもの
424,,,1 砂糖を加えたもの
425,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
426,,190,(2)その他のもの
427,,,2 その他のもの
428,,210,(1)しよ糖の含有量が全重量の10％以下のもの
429,,290,(2)その他のもの
430,2009.50,,トマトジュース
431,,100,1 砂糖を加えたもの
432,,200,2 その他のもの
433,,,ぶどうジュース（ぶどう搾汁を含む。）
434,2009.61,,ブリックス値が30以下のもの
435,,,1 砂糖を加えたもの
436,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
437,,190,(2)その他のもの
438,,200,2 その他のもの
439,2009.69,,その他のもの
440,,,1 砂糖を加えたもの
441,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
442,,190,(2)その他のもの
443,,,2 その他のもの
444,,210,(1)しよ糖の含有量が全重量の10％以下のもの
445,,290,(2)その他のもの
446,,,りんごジュース
447,2009.71,,ブリックス値が20以下のもの
448,,,1 砂糖を加えたもの
449,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
450,,190,(2)その他のもの
451,,,2 その他のもの
452,,210,(1)しよ糖の含有量が全重量の10％以下のもの
453,,290,(2)その他のもの
454,2009.79,,その他のもの
455,,,1 砂糖を加えたもの
456,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
457,,190,(2)その他のもの
458,,,2 その他のもの
459,,210,(1)しよ糖の含有量が全重量の10％以下のもの
460,,290,(2)その他のもの
461,,,その他の果実、ナット又は野菜のジュース（二以上の果実、ナット又は野菜から得たものを除く。）
462,2009.81,,クランベリー（ヴァキニウム・マクロカルポン及びヴァキニウム・オクシココス）ジュース及びこけもも（ヴァキニウム・ヴィティスイダイア）ジュース
463,,,1 砂糖を加えたもの
464,,110,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
465,,190,(2)その他のもの
466,,,2 その他のもの
467,,210,(1)しよ糖の含有量が全重量の10％以下のもの
468,,290,(2)その他のもの
469,2009.89,,その他のもの
470,,,1 果汁
471,,,(1)砂糖を加えたもの
472,,111,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
473,,119,B その他のもの
474,,,(2) その他のもの
475,,,A しよ糖の含有量が全重量の10％以下のもの
476,,122,− プルーンジュース
477,,123,− その他のもの
478,,129,B その他のもの
479,,,2 野菜ジュース
480,,210,(1)砂糖を加えたもの
481,,,(2)その他のもの
482,,221,− 気密容器入りのもの
483,,,− その他のもの
484,,231,−− にんじんジュース
485,,239,−− その他のもの
486,,,3 その他のもの
487,,910,(1)砂糖を加えたもの
488,,990,(2)その他のもの
489,2009.90,,混合ジュース
490,,,1 果汁を主成分とするもの
491,,,(1)砂糖を加えたもの
492,,111,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
493,,119,B その他のもの
494,,,(2)その他のもの
495,,121,A しよ糖の含有量が全重量の10％以下のもの
496,,129,B その他のもの
497,,,2 野菜ジュースを主成分とするもの
498,,210,(1)砂糖を加えたもの
499,,220,(2)その他のもの
500,,,3 その他のもの
501,,910,(1)砂糖を加えたもの
502,,990,(2)その他のもの
