,hs_code,suffix,description
0,95.03,,
1,9503.00,000,三輪車、スクーター、足踏み式自動車その他これらに類する車輪付き玩具、人形用乳母車、人形、その他の玩具、縮尺模型その他これに類する娯楽用模型（作動するかしないかを問わない。）及びパズル
2,95.04,,ビデオゲーム用のコンソール及び機器、テーブルゲーム用又は室内遊戯用の物品（ピンテーブル、ビリヤード台、カジノ用に特に製造したテーブル及びボーリングアレー用自動装置を含む。）並びに硬貨、銀行券、バンクカード、トークンその他の支払手段により作動する娯楽用の機械
3,9504.20,000,ビリヤード用の物品及び附属品
4,9504.30,000,その他のゲーム用のもの（硬貨、銀行券、バンクカード、トークンその他の支払手段により作動するものに限るものとし、ボーリングアレー用自動装置を除く。）
5,9504.40,000,遊戯用カード
6,9504.50,000,ビデオゲーム用のコンソール又は機器（第9504.30号の物品を除く。）
7,9504.90,,その他のもの
8,,020,1 ボーリングボール
9,,010,2 チェスその他のテーブルゲーム用具並びにその部分品及び附属品
10,,090,3 その他のもの
11,95.05,,祝祭用品、カーニバル用品その他の娯楽用品（奇術用具を含む。）
12,9505.10,000,クリスマス用品
13,9505.90,000,その他のもの
14,95.06,,身体トレーニング、体操、競技その他の運動（卓球を含む。）又は戸外遊戯に使用する物品（この類の他の項に該当するものを除く。）及び水泳用又は水遊び用のプール
15,,,スキーその他のスキー用具
16,9506.11,000,スキー
17,9506.12,000,スキーの締め具
18,9506.19,000,その他のもの
19,,,水上スキー、サーフボード、セールボードその他の水上運動用具
20,9506.21,000,セールボード
21,9506.29,000,その他のもの
22,,,ゴルフクラブその他のゴルフ用具
23,9506.31,000,クラブ（完成品に限る。）
24,9506.32,000,ボール
25,9506.39,000,その他のもの
26,9506.40,000,卓球用具
27,,,テニスラケット、バドミントンラケットその他これらに類するラケット（ガットを張つてあるかないかを問わない。）
28,9506.51,,テニスラケット（ガットを張つてあるかないかを問わない。）
29,,010,− テニスラケット（部分品及び附属品を除く。）
30,,090,− その他のもの
31,9506.59,000,その他のもの
32,,,ボール（ゴルフ用又は卓球用のボールを除く。）
33,9506.61,000,テニスボール
34,9506.62,000,空気入れ式のもの
35,9506.69,000,その他のもの
36,9506.70,000,アイススケート及びローラースケート（これらを取り付けたスケート靴を含む。）
37,,,その他のもの
38,9506.91,000,身体トレーニング用具、体操用具及び競技用具
39,9506.99,000,その他のもの
40,95.07,,釣りざお、釣針その他の魚釣用具及びたも網、捕虫網その他これらに類する網並びにおとり具（第92.08項又は第97.05項のものを除く。）その他これに類する狩猟用具
41,9507.10,,釣りざお
42,,010,− 釣りざお（部分品及び附属品を除く。）
43,,090,− その他のもの
44,9507.20,000,釣針（はりすを付けてあるかないかを問わない。）
45,9507.30,000,釣り用リール
46,9507.90,000,その他のもの
47,95.08,,巡回サーカスの設備及び巡回動物園の設備、遊園地の乗り物及びウォーターパークの娯楽設備、興行用設備（射的場を含む。）並びに巡回劇場の設備
48,9508.10,000,巡回サーカスの設備及び巡回動物園の設備
49,,,遊園地の乗り物及びウォーターパークの娯楽設備
50,9508.21,000,ジェットコースター
51,9508.22,000,回転木馬、スイング及びその他の回転式の乗り物
52,9508.23,000,ダッジム車
53,9508.24,000,運動シミュレーター及び体験型劇場の設備
54,9508.25,000,ウォーターライド
55,9508.26,000,ウォーターパークの娯楽設備
56,9508.29,000,その他のもの
57,9508.30,000,興行用設備
58,9508.40,000,巡回劇場の設備
