,hs_code,suffix,description
0,27.01,,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの
1,,,石炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）
2,2701.11,000,無煙炭
3,2701.12,,歴青炭
4,,,− 灰分の含有量が乾燥状態において全重量の8％以下のもの
5,,011,−− 強粘結性のコークス用炭
6,,019,−− その他のもの
7,,,− その他のもの
8,,091,−− 強粘結性のコークス用炭
9,,092,−− その他のコークス用炭
10,,099,−− その他のもの
11,2701.19,,その他の石炭
12,,010,− 灰分の含有量が乾燥状態において全重量の8％以下のもの
13,,090,− その他のもの
14,2701.20,000,練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの
15,27.02,,亜炭（凝結させてあるかないかを問わないものとし、黒玉を除く。）
16,2702.10,000,亜炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）
17,2702.20,000,亜炭（凝結させたものに限る。）
18,27.03,,
19,2703.00,000,泥炭（ピートリッターを含むものとし、凝結させてあるかないかを問わない。）
20,27.04,,
21,2704.00,,コークス及び半成コークス（石炭、亜炭又は泥炭から製造したものに限るものとし、凝結させてあるかないかを問わない。）並びにレトルトカーボン
22,,010,1 コークス及び半成コークス
23,,020,2 レトルトカーボン
24,27.05,,
25,2705.00,000,石炭ガス、水性ガス、発生炉ガスその他これらに類するガス（石油ガスその他のガス状炭化水素を除く。）
26,27.06,,
27,2706.00,000,石炭、亜炭又は泥炭を乾留して得たタールその他の鉱物性タール（再生タールを含むものとし、脱水してあるかないか又は蒸留により成分の一部を除いてあるかないかを問わない。）
28,27.07,,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの
29,2707.10,000,ベンゾール（ベンゼン）
30,2707.20,000,トルオール（トルエン）
31,2707.30,000,キシロール（キシレン）
32,2707.40,000,ナフタレン
33,2707.50,000,その他の芳香族炭化水素混合物で、ISO 3405の方法（ASTM D 86の方法と同等の方法）による温度250度における減失量加算留出容量が全容量の65％以上のもの
34,,,その他のもの
35,2707.91,000,クレオソート油
36,2707.99,000,その他のもの
37,27.08,,ピッチ及びピッチコークス（コールタールその他の鉱物性タールから得たものに限る。）
38,2708.10,000,ピッチ
39,2708.20,000,ピッチコークス
40,27.09,,
41,2709.00,,石油及び歴青油（原油に限る。）
42,,100,− エチレン、プロピレン、ブチレン、ブタジエン、ベンゼン、トルエン、キシレン又は石油樹脂を製造するため、オレフィン製造設備（エチレンの製造を主たる目的とするものに限る。）の分解炉で熱分解用に供されるもの
43,,900,− その他のもの
44,27.10,,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油
45,,,石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）
46,2710.12,,軽質油及びその調製品
47,,,1 石油及び歴青油（石油及び歴青油以外の物品を加えたもので、その物品の重量が全重量の5％未満のものを含む。）
48,,,(1)揮発油
49,,,A 低重合度の混合アルキレン
50,,111,(a)トリプロピレン
51,,119,(b)その他のもの
52,,120,B 政令で定める分留性状の試験方法による減失量加算5％留出温度と減失量加算95％留出温度との温度差が2度以内のもの（低重合度の混合アルキレンを除く。）
53,,,C その他のもの
54,,181,−政令で定める石油化学製品の製造に使用するもの
55,,,−その他のもの
56,,,−− 航空機用のもの（アンチノック剤を加えてないものを含む。）
57,,131,−−− 温度15度における比重が0.8017以下のもの
58,,132,−−− その他のもの
59,,137,−− 自動車の燃料用のもの
60,,139,−− その他のもの
61,,,(2)灯油
62,,141,A 低重合度の混合アルキレン
63,,,B その他のもの
64,,144,− 政令で定める石油化学製品の製造に使用するもの
65,,,− その他のもの
66,,142,−− ノルマルパラフィン（直鎖飽和炭化水素の含有量が全重量の95％以上のものに限る。）
67,,,−− その他のもの
68,,143,−−− ジェットエンジンの燃料用のもの
69,,149,−−− その他のもの
70,,,(3)軽油
71,,151,−政令で定める石油化学製品の製造に使用するもの
72,,159,−その他のもの
73,,900,2 その他のもの
74,2710.19,,その他のもの
75,,,1 石油及び歴青油（石油及び歴青油以外の物品を加えたもので、その物品の重量が全重量の5％未満のものを含む。）
76,,,(1)灯油
77,,141,A 低重合度の混合アルキレン
78,,,B その他のもの
79,,144,− 政令で定める石油化学製品の製造に使用するもの
80,,,− その他のもの
81,,142,−− ノルマルパラフィン（直鎖飽和炭化水素の含有量が全重量の95％以上のものに限る。）
82,,,−− その他のもの
83,,143,−−− ジェットエンジンの燃料用のもの
84,,149,−−− その他のもの
85,,,(2)軽油
86,,151,−政令で定める石油化学製品の製造に使用するもの
87,,159,−その他のもの
88,,,(3)重油及び粗油
89,,,A 温度15度における比重が0.9037以下のもの
