,hs_code,suffix,description
0,55.01,,合成繊維の長繊維のトウ
1,,,ナイロンその他のポリアミドのもの
2,5501.11,,アラミドのもの
3,,100,1 メタ-アラミドのもの
4,,900,2 その他のもの
5,5501.19,000,その他のもの
6,5501.20,000,ポリエステルのもの
7,5501.30,000,アクリル又はモダクリルのもの
8,5501.40,000,ポリプロピレンのもの
9,5501.90,000,その他のもの
10,55.02,,再生繊維又は半合成繊維の長繊維のトウ
11,5502.10,000,アセテートのもの
12,5502.90,000,その他のもの
13,55.03,,合成繊維の短繊維（カード、コームその他の紡績準備の処理をしたものを除く。）
14,,,ナイロンその他のポリアミドのもの
15,5503.11,000,アラミドのもの
16,5503.19,000,その他のもの
17,5503.20,,ポリエステルのもの
18,,010,− 3.88デシテックスを超え22.23デシテックス未満のもので、かつ、長さが25ミリメートル以上80ミリメートル以下のもの
19,,090,− その他のもの
20,5503.30,000,アクリル又はモダクリルのもの
21,5503.40,000,ポリプロピレンのもの
22,5503.90,,その他のもの
23,,010,1 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
24,,020,2 その他のもの
25,55.04,,再生繊維又は半合成繊維の短繊維（カード、コームその他の紡績準備の処理をしたものを除く。）
26,5504.10,000,ビスコースレーヨンのもの
27,5504.90,,その他のもの
28,,010,1 アセテート繊維又はこれと合成繊維を合わせたものの重量が全重量の50％を超えるもの
29,,020,2 その他のもの
30,55.05,,人造繊維のくず（ノイル、糸くず及び反毛した繊維を含む。）
31,5505.10,000,合成繊維のもの
32,5505.20,000,再生繊維又は半合成繊維のもの
33,55.06,,合成繊維の短繊維（カード、コームその他の紡績準備の処理をしたものに限る。）
34,5506.10,000,ナイロンその他のポリアミドのもの
35,5506.20,000,ポリエステルのもの
36,5506.30,000,アクリル又はモダクリルのもの
37,5506.40,,ポリプロピレンのもの
38,,100,1 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
39,,900,2 その他のもの
40,5506.90,,その他のもの
41,,010,1 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
42,,020,2 その他のもの
43,55.07,,
44,5507.00,,再生繊維又は半合成繊維の短繊維（カード、コームその他の紡績準備の処理をしたものに限る。）
45,,010,1 アセテート繊維又はこれと合成繊維を合わせたものの重量が全重量の50％を超えるもの
46,,020,2 その他のもの
47,55.08,,縫糸（人造繊維の短繊維のものに限るものとし、小売用にしたものであるかないかを問わない。）
48,5508.10,000,合成繊維の短繊維のもの
49,5508.20,,再生繊維又は半合成繊維の短繊維のもの
50,,010,1 アセテート繊維又はこれと合成繊維を合わせたものの重量が全重量の50％を超えるもの
51,,020,2 その他のもの
52,55.09,,合成繊維の紡績糸（縫糸及び小売用にしたものを除く。）
53,,,ナイロンその他のポリアミドの短繊維の重量が全重量の85％以上のもの
54,5509.11,000,単糸
55,5509.12,000,マルチプルヤーン及びケーブルヤーン
