,hs_code,suffix,description
63,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
64,,,2 その他のもの
65,,,− 綿のみから成るもの
66,,021,−− 漂白してないもの（マーセライズしたものを除く。）
67,,022,−− その他のもの
68,,029,− 他の繊維を混ぜたもの
69,5205.24,,125デシテックス以上192.31デシテックス未満のもの（メートル式番手52を超え80以下のもの）
70,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
71,,,2 その他のもの
72,,,− 綿のみから成るもの
73,,021,−− 漂白してないもの（マーセライズしたものを除く。）
74,,022,−− その他のもの
75,,029,− 他の繊維を混ぜたもの
76,5205.26,,106.38デシテックス以上125デシテックス未満のもの（メートル式番手80を超え94以下のもの）
77,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
78,,,2 その他のもの
79,,,− 綿のみから成るもの
80,,021,−− 漂白してないもの（マーセライズしたものを除く。）
81,,022,−− その他のもの
82,,029,− 他の繊維を混ぜたもの
83,5205.27,,83.33デシテックス以上106.38デシテックス未満のもの（メートル式番手94を超え120以下のもの）
84,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
85,,,2 その他のもの
86,,,− 綿のみから成るもの
87,,021,−− 漂白してないもの（マーセライズしたものを除く。）
88,,022,−− その他のもの
89,,029,− 他の繊維を混ぜたもの
90,5205.28,,83.33デシテックス未満のもの（メートル式番手120を超えるもの）
91,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
92,,,2 その他のもの
93,,,− 綿のみから成るもの
94,,021,−− 漂白してないもの（マーセライズしたものを除く。）
95,,022,−− その他のもの
96,,029,− 他の繊維を混ぜたもの
97,,,マルチプルヤーン及びケーブルヤーン（コームした繊維製のものを除く。）
98,5205.31,,構成する単糸が714.29デシテックス以上のもの（構成する単糸がメートル式番手14以下のもの）
99,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
100,,020,2 その他のもの
101,5205.32,,構成する単糸が232.56デシテックス以上714.29デシテックス未満のもの（構成する単糸がメートル式番手14を超え43以下のもの）
102,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
103,,020,2 その他のもの
104,5205.33,,構成する単糸が192.31デシテックス以上232.56デシテックス未満のもの（構成する単糸がメートル式番手43を超え52以下のもの）
105,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
106,,,2 その他のもの
107,,021,− 他の繊維を交えてないもの
108,,029,− 他の繊維を交えたもの
109,5205.34,,構成する単糸が125デシテックス以上192.31デシテックス未満のもの（構成する単糸がメートル式番手52を超え80以下のもの）
110,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
111,,,2 その他のもの
112,,021,− 他の繊維を交えてないもの
113,,029,− 他の繊維を交えたもの
114,5205.35,,構成する単糸が125デシテックス未満のもの（構成する単糸がメートル式番手80を超えるもの）
115,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
116,,,2 その他のもの
117,,021,− 他の繊維を交えてないもの
118,,029,− 他の繊維を交えたもの
119,,,マルチプルヤーン及びケーブルヤーン（コームした繊維製のものに限る。）
120,5205.41,,構成する単糸が714.29デシテックス以上のもの（構成する単糸がメートル式番手14以下のもの）
121,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
122,,020,2 その他のもの
123,5205.42,,構成する単糸が232.56デシテックス以上714.29デシテックス未満のもの（構成する単糸がメートル式番手14を超え43以下のもの）
124,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
125,,090,2 その他のもの
126,5205.43,,構成する単糸が192.31デシテックス以上232.56デシテックス未満のもの（構成する単糸がメートル式番手43を超え52以下のもの）
127,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
128,,,2 その他のもの
129,,021,− 他の繊維を交えてないもの
130,,029,− 他の繊維を交えたもの
131,5205.44,,構成する単糸が125デシテックス以上192.31デシテックス未満のもの（構成する単糸がメートル式番手52を超え80以下のもの）
132,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
133,,,2 その他のもの
134,,021,− 他の繊維を交えてないもの
135,,029,− 他の繊維を交えたもの
136,5205.46,,構成する単糸が106.38デシテックス以上125デシテックス未満のもの（構成する単糸がメートル式番手80を超え94以下のもの）
137,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
138,,,2 その他のもの
139,,021,− 他の繊維を交えてないもの
140,,029,− 他の繊維を交えたもの
141,5205.47,,構成する単糸が83.33デシテックス以上106.38デシテックス未満のもの（構成する単糸がメートル式番手94を超え120以下のもの）
142,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
143,,,2 その他のもの
144,,021,− 他の繊維を交えてないもの
145,,029,− 他の繊維を交えたもの
146,5205.48,,構成する単糸が83.33デシテックス未満のもの（構成する単糸がメートル式番手120を超えるもの）
147,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
148,,,2 その他のもの
149,,021,− 他の繊維を交えてないもの
150,,029,− 他の繊維を交えたもの
151,52.06,,綿糸（綿の重量が全重量の85％未満のものに限るものとし、縫糸及び小売用にしたものを除く。）
152,,,単糸（コームした繊維製のものを除く。）
153,5206.11,,714.29デシテックス以上のもの（メートル式番手14以下のもの）
154,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
155,,020,2 その他のもの
156,5206.12,,232.56デシテックス以上714.29デシテックス未満のもの（メートル式番手14を超え43以下のもの）
157,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
158,,020,2 その他のもの
159,5206.13,,192.31デシテックス以上232.56デシテックス未満のもの（メートル式番手43を超え52以下のもの）
160,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
161,,020,2 その他のもの
162,5206.14,,125デシテックス以上192.31デシテックス未満のもの（メートル式番手52を超え80以下のもの）
163,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
164,,020,2 その他のもの
165,5206.15,,125デシテックス未満のもの（メートル式番手80を超えるもの）
166,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
167,,020,2 その他のもの
168,,,単糸（コームした繊維製のものに限る。）
169,5206.21,,714.29デシテックス以上のもの（メートル式番手14以下のもの）
170,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
171,,020,2 その他のもの
172,5206.22,,232.56デシテックス以上714.29デシテックス未満のもの（メートル式番手14を超え43以下のもの）
173,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
174,,020,2 その他のもの
175,5206.23,,192.31デシテックス以上232.56デシテックス未満のもの（メートル式番手43を超え52以下のもの）
176,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
177,,020,2 その他のもの
178,5206.24,,125デシテックス以上192.31デシテックス未満のもの（メートル式番手52を超え80以下のもの）
179,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
180,,020,2 その他のもの
181,5206.25,,125デシテックス未満のもの（メートル式番手80を超えるもの）
182,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
183,,020,2 その他のもの
184,,,マルチプルヤーン及びケーブルヤーン（コームした繊維製のものを除く。）
185,5206.31,,構成する単糸が714.29デシテックス以上のもの（構成する単糸がメートル式番手14以下のもの）
186,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
187,,020,2 その他のもの
188,5206.32,,構成する単糸が232.56デシテックス以上714.29デシテックス未満のもの（構成する単糸がメートル式番手14を超え43以下のもの）
189,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
190,,020,2 その他のもの
191,5206.33,,構成する単糸が192.31デシテックス以上232.56デシテックス未満のもの（構成する単糸がメートル式番手43を超え52以下のもの）
192,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
193,,020,2 その他のもの
194,5206.34,,構成する単糸が125デシテックス以上192.31デシテックス未満のもの（構成する単糸がメートル式番手52を超え80以下のもの）
195,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
196,,020,2 その他のもの
197,5206.35,,構成する単糸が125デシテックス未満のもの（構成する単糸がメートル式番手80を超えるもの）
198,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
199,,020,2 その他のもの
200,,,マルチプルヤーン及びケーブルヤーン（コームした繊維製のものに限る。）
201,5206.41,,構成する単糸が714.29デシテックス以上のもの（構成する単糸がメートル式番手14以下のもの）
202,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
203,,020,2 その他のもの
204,5206.42,,構成する単糸が232.56デシテックス以上714.29デシテックス未満のもの（構成する単糸がメートル式番手14を超え43以下のもの）
205,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
206,,020,2 その他のもの
207,5206.43,,構成する単糸が192.31デシテックス以上232.56デシテックス未満のもの（構成する単糸がメートル式番手43を超え52以下のもの）
208,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
209,,020,2 その他のもの
210,5206.44,,構成する単糸が125デシテックス以上192.31デシテックス未満のもの（構成する単糸がメートル式番手52を超え80以下のもの）
211,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
212,,020,2 その他のもの
213,5206.45,,構成する単糸が125デシテックス未満のもの（構成する単糸がメートル式番手80を超えるもの）
214,,010,1 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
215,,020,2 その他のもの
216,52.07,,綿糸（小売用にしたものに限るものとし、縫糸を除く。）
217,5207.10,,綿の重量が全重量の85％以上のもの
218,,010,1 1個の重量が125グラム以下のもの
219,,,2 その他のもの
220,,091,(1)合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
221,,099,(2)その他のもの
222,5207.90,,その他のもの
223,,010,1 1個の重量が125グラム以下のもの
224,,,2 その他のもの
225,,091,(1)合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
226,,099,(2)その他のもの
227,52.08,,綿織物（綿の重量が全重量の85％以上で、重量が1平方メートルにつき200グラム以下のものに限る。）
228,,,漂白してないもの
229,5208.11,,平織りのもので、重量が1平方メートルにつき100グラム以下のもの
230,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
231,,,− その他のもの
232,,092,−− ポプリン
233,,,−− その他のもの
234,,091,−−− 金巾
235,,093,−−− ボイル及びローン
236,,099,−−− その他のもの
237,5208.12,,平織りのもので、重量が1平方メートルにつき100グラムを超えるもの
238,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
239,,,− その他のもの
240,,093,−− ポプリン
241,,,−− その他のもの
242,,091,−−− 粗布及び細布
243,,092,−−− 金巾
244,,099,−−− その他のもの
245,5208.13,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
246,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
247,,090,− その他のもの
248,5208.19,,その他の織物
249,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
250,,,− その他のもの
251,,091,−− 朱子
252,,099,−− その他のもの
253,,,漂白したもの
254,5208.21,,平織りのもので、重量が1平方メートルにつき100グラム以下のもの
255,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
256,,,− その他のもの
257,,092,−− ポプリン
258,,,−− その他のもの
259,,091,−−− 金巾
260,,099,−−− その他のもの
261,5208.22,,平織りのもので、重量が1平方メートルにつき100グラムを超えるもの
262,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
263,,020,− ポプリン
264,,,− その他のもの
265,,091,−− 金巾
266,,099,−− その他のもの
267,5208.23,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
268,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
269,,090,− その他のもの
270,5208.29,,その他の織物
271,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
272,,090,− その他のもの
273,,,浸染したもの
274,5208.31,,平織りのもので、重量が1平方メートルにつき100グラム以下のもの
275,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
276,,,− その他のもの
277,,091,−− 先染めのもの
278,,,−− その他のもの
279,,092,−−− ポプリン
280,,,−−− その他のもの
281,,093,−−−− ボイル及びローン
282,,099,−−−− その他のもの
283,5208.32,,平織りのもので、重量が1平方メートルにつき100グラムを超えるもの
284,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
285,,,− その他のもの
286,,091,−− 先染めのもの
287,,,−− その他のもの
288,,092,−−− ポプリン
289,,099,−−− その他のもの
290,5208.33,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
291,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
292,,090,− その他のもの
293,5208.39,,その他の織物
294,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
295,,,− その他のもの
296,,091,−− 朱子
297,,099,−− その他のもの
298,,,異なる色の糸から成るもの
299,5208.41,,平織りのもので、重量が1平方メートルにつき100グラム以下のもの
300,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
301,,,− その他のもの
302,,,−− ギンガム及びポプリン
303,,091,−−− ギンガム
304,,092,−−− ポプリン
305,,099,−− その他のもの
306,5208.42,,平織りのもので、重量が1平方メートルにつき100グラムを超えるもの
307,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
308,,,− その他のもの
309,,,−− ギンガム及びポプリン
310,,091,−−− ギンガム
311,,092,−−− ポプリン
312,,099,−− その他のもの
313,5208.43,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
314,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
315,,090,− その他のもの
316,5208.49,,その他の織物
317,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
318,,090,− その他のもの
319,,,なせんしたもの
320,5208.51,,平織りのもので、重量が1平方メートルにつき100グラム以下のもの
321,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
322,,011,−− ろうけつ染めしたもの（手工業によりろうけつ染めしたものであることが、原産国の政府又は政府代行機関により証明されているものに限る。以下この類において同じ。）
323,,019,−− その他のもの
324,,,− その他のもの
325,,091,−− ろうけつ染めしたもの
326,,,−− その他のもの
327,,093,−−− ポプリン
328,,,−−− その他のもの
329,,092,−−−− 金巾
330,,094,−−−− ボイル及びローン
331,,099,−−−− その他のもの
332,5208.52,,平織りのもので、重量が1平方メートルにつき100グラムを超えるもの
333,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
334,,011,−− ろうけつ染めしたもの
335,,019,−− その他のもの
336,,,− その他のもの
337,,091,−− ろうけつ染めしたもの
338,,,−− その他のもの
339,,094,−−− ポプリン
340,,,−−− その他のもの
341,,092,−−−− 粗布及び細布
342,,093,−−−− 金巾
343,,099,−−−− その他のもの
344,5208.59,,その他の織物
345,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
346,,011,−− ろうけつ染めしたもの
347,,019,−− その他のもの
348,,,− その他のもの
349,,091,−− ろうけつ染めしたもの
350,,,−− その他のもの
351,,092,−−− 朱子
352,,099,−−− その他のもの
353,52.09,,綿織物（綿の重量が全重量の85％以上で、重量が1平方メートルにつき200グラムを超えるものに限る。）
354,,,漂白してないもの
355,5209.11,,平織りのもの
356,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
357,,,− その他のもの
358,,091,−− 粗布及び細布
359,,099,−− その他のもの
360,5209.12,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
361,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
362,,090,− その他のもの
363,5209.19,,その他の織物
364,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
365,,090,− その他のもの
366,,,漂白したもの
367,5209.21,,平織りのもの
368,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
369,,090,− その他のもの
370,5209.22,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
371,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
372,,090,− その他のもの
373,5209.29,,その他の織物
374,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
375,,090,− その他のもの
376,,,浸染したもの
377,5209.31,,平織りのもの
378,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
379,,,− その他のもの
380,,091,−− 先染めのもの
381,,099,−− その他のもの
382,5209.32,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
383,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
384,,090,− その他のもの
385,5209.39,,その他の織物
386,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
387,,090,− その他のもの
388,,,異なる色の糸から成るもの
389,5209.41,,平織りのもの
390,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
391,,090,− その他のもの
392,5209.42,,デニム
393,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
394,,090,− その他のもの
395,5209.43,,その他の3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）の織物
396,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
397,,090,− その他のもの
398,5209.49,,その他の織物
399,,010,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
400,,090,− その他のもの
401,,,なせんしたもの
402,5209.51,,平織りのもの
403,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
404,,011,−− ろうけつ染めしたもの
405,,019,−− その他のもの
406,,,− その他のもの
407,,091,−− ろうけつ染めしたもの
408,,,−− その他のもの
409,,092,−−− 粗布及び細布
410,,099,−−− その他のもの
411,5209.52,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
412,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
413,,011,−− ろうけつ染めしたもの
414,,019,−− その他のもの
415,,,− その他のもの
416,,091,−− ろうけつ染めしたもの
417,,099,−− その他のもの
418,5209.59,,その他の織物
419,,,− 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの
420,,011,−− ろうけつ染めしたもの
421,,019,−− その他のもの
422,,,− その他のもの
423,,091,−− ろうけつ染めしたもの
424,,,−− その他のもの
425,,092,−−− 朱子
426,,099,−−− その他のもの
427,52.10,,綿織物（綿の重量が全重量の85％未満のもので、混用繊維の全部又は大部分が人造繊維のもののうち、重量が1平方メートルにつき200グラム以下のものに限る。）
428,,,漂白してないもの
429,5210.11,,平織りのもの
430,,010,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
431,,020,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
432,,030,3 その他のもの
433,5210.19,,その他の織物
434,,,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
435,,110,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
436,,190,− その他のもの
437,,,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
438,,210,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
439,,290,− その他のもの
440,,,3 その他のもの
441,,910,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
442,,990,− その他のもの
443,,,漂白したもの
444,5210.21,,平織りのもの
445,,010,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
446,,020,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
447,,030,3 その他のもの
448,5210.29,,その他の織物
449,,,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
450,,110,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
451,,190,− その他のもの
452,,,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
453,,210,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
454,,290,− その他のもの
455,,,3 その他のもの
456,,910,− 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
457,,990,− その他のもの
458,,,浸染したもの
459,5210.31,,平織りのもの
460,,010,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
461,,020,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
462,,030,3 その他のもの
463,5210.32,,3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの
464,,010,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
465,,020,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
466,,030,3 その他のもの
467,5210.39,,その他の織物
468,,010,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの
469,,020,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）
470,,030,3 その他のもの
471,,,異なる色の糸から成るもの
472,5210.41,,平織りのもの
