,hs_code,suffix,description
0,08.01,,ココやしの実、ブラジルナット及びカシューナット（生鮮のもの及び乾燥したものに限るものとし、殻又は皮を除いてあるかないかを問わない。）
1,,,ココやしの実
2,0801.11,000,乾燥したもの
3,0801.12,000,内果皮付きのもの
4,0801.19,000,その他のもの
5,,,ブラジルナット
6,0801.21,000,殻付きのもの
7,0801.22,000,殻を除いたもの
8,,,カシューナット
9,0801.31,000,殻付きのもの
10,0801.32,000,殻を除いたもの
11,08.02,,その他のナット（生鮮のもの及び乾燥したものに限るものとし、殻又は皮を除いてあるかないかを問わない。）
12,,,アーモンド
13,0802.11,,殻付きのもの
14,,100,1 ビターアーモンド
15,,200,2 スイートアーモンド
16,0802.12,,殻を除いたもの
17,,100,1 ビターアーモンド
18,,200,2 スイートアーモンド
19,,,ヘーゼルナット（コリュルス属のもの）
20,0802.21,000,殻付きのもの
21,0802.22,000,殻を除いたもの
22,,,くるみ
23,0802.31,000,殻付きのもの
24,0802.32,000,殻を除いたもの
25,,,くり（カスタネア属のもの）
26,0802.41,000,殻付きのもの
27,0802.42,000,殻を除いたもの
28,,,ピスタチオナット
29,0802.51,000,殻付きのもの
30,0802.52,000,殻を除いたもの
31,,,マカダミアナット
32,0802.61,000,殻付きのもの
33,0802.62,000,殻を除いたもの
34,0802.70,000,コーラナット（コラ属のもの）
35,0802.80,000,びんろう子
36,,,その他のもの
37,0802.91,000,殻付きの松の実
38,0802.92,000,殻を除いた松の実
39,0802.99,,その他のもの
40,,100,1 ペカン
41,,900,2 その他のもの
42,08.03,,バナナ（プランテインを含むものとし、生鮮のもの及び乾燥したものに限る。）
43,0803.10,,プランテイン
44,,,1 生鮮のもの
45,,100,(1)毎年4月1日から同年9月30日までに輸入されるもの
46,,100,(2)毎年10月1日から翌年3月31日までに輸入されるもの
47,,200,2 乾燥したもの
48,0803.90,,その他のもの
49,,,1 生鮮のもの
50,,100,(1)毎年4月1日から同年9月30日までに輸入されるもの
51,,100,(2)毎年10月1日から翌年3月31日までに輸入されるもの
52,,200,2 乾燥したもの
53,08.04,,なつめやしの実、いちじく、パイナップル、アボカドー、グアバ、マンゴー及びマンゴスチン（生鮮のもの及び乾燥したものに限る。）
54,0804.10,000,なつめやしの実
55,0804.20,,いちじく
56,,010,− 生鮮のもの
57,,090,− 乾燥したもの
58,0804.30,,パイナップル
59,,010,1 生鮮のもの
60,,090,2 乾燥したもの
61,0804.40,,アボカドー
62,,010,− 生鮮のもの
63,,090,− 乾燥したもの
64,0804.50,,グアバ、マンゴー及びマンゴスチン
65,,,− 生鮮のもの
66,,011,−− マンゴー
67,,019,−− その他のもの
68,,090,− 乾燥したもの
69,08.05,,かんきつ類の果実（生鮮のもの及び乾燥したものに限る。）
70,0805.10,,オレンジ
71,,000,1 毎年6月1日から同年11月30日までに輸入されるもの
72,,000,2 毎年12月1日から翌年5月31日までに輸入されるもの
73,,,マンダリン、タンジェリン及びうんしゆうみかん並びにクレメンタイン、ウィルキングその他これらに類するかんきつ類の交雑種
74,0805.21,000,マンダリン、タンジェリン及びうんしゆうみかん
75,0805.22,000,クレメンタイン
76,0805.29,000,その他のもの
77,0805.40,,グレープフルーツ及びポメロ
78,,000,− 毎年6月1日から同年11月30日までに輸入されるもの
79,,000,− 毎年12月1日から翌年5月31日までに輸入されるもの
80,0805.50,,レモン（キトルス・リモン及びキトルス・リモヌム）及びライム（キトルス・アウランティフォリア及びキトルス・ラティフォリア）
81,,010,− レモン（キトルス・リモン及びキトルス・リモヌム）
82,,090,− ライム（キトルス・アウランティフォリア及びキトルス・ラティフォリア）
83,0805.90,,その他のもの
84,,020,1 ライム（キトルス・アウランティフォリア及びキトルス・ラティフォリアを除く。）
85,,090,2 その他のもの
86,08.06,,ぶどう（生鮮のもの及び乾燥したものに限る。）
87,0806.10,,生鮮のもの
88,,000,1 毎年3月1日から同年10月31日までに輸入されるもの
89,,000,2 毎年11月1日から翌年2月末日までに輸入されるもの
90,0806.20,000,乾燥したもの
91,08.07,,パパイヤ及びメロン（すいかを含む。）（生鮮のものに限る。）
92,,,メロン（すいかを含む。）
93,0807.11,000,すいか
94,0807.19,000,その他のもの
95,0807.20,000,パパイヤ
96,08.08,,りんご、梨及びマルメロ（生鮮のものに限る。）
97,0808.10,000,りんご
98,0808.30,000,梨
99,0808.40,000,マルメロ
100,08.09,,あんず、さくらんぼ、桃（ネクタリンを含む。）、プラム及びスロー（生鮮のものに限る。）
101,0809.10,000,あんず
102,,,さくらんぼ
103,0809.21,000,サワーチェリー（プルヌス・ケラスス）
104,0809.29,000,その他のもの
105,0809.30,000,桃（ネクタリンを含む。）
106,0809.40,000,プラム及びスロー
107,08.10,,その他の果実（生鮮のものに限る。）
108,0810.10,000,ストロベリー
109,0810.20,000,ラズベリー、ブラックベリー、桑の実及びローガンベリー
110,0810.30,000,ブラックカーラント、ホワイトカーラント、レッドカーラント及びグーズベリー
111,0810.40,000,クランベリー、ビルベリーその他のヴァキニウム属の果実
112,0810.50,000,キウイフルーツ
113,0810.60,000,ドリアン
114,0810.70,000,柿
115,0810.90,,その他のもの
116,,210,− ランブータン、パッションフルーツ、レイシ及びごれんし
117,,290,− その他のもの
118,08.11,,冷凍果実及び冷凍ナット（調理してないもの及び蒸気又は水煮による調理をしたものに限るものとし、砂糖その他の甘味料を加えてあるかないかを問わない。）
119,0811.10,,ストロベリー
120,,100,1 砂糖を加えたもの
121,,200,2 その他のもの
122,0811.20,,ラズベリー、ブラックベリー、桑の実、ローガンベリー、ブラックカーラント、ホワイトカーラント、レッドカーラント及びグーズベリー
123,,100,1 砂糖を加えたもの
124,,200,2 その他のもの
125,0811.90,,その他のもの
126,,,1 砂糖を加えたもの
127,,110,(1)パイナップル
128,,130,(2)ベリー
129,,140,(3)サワーチェリー（プルヌス・ケラスス）
130,,150,(4)桃及び梨
131,,,(5)その他のもの
132,,120,− パパイヤ、ポポー、アボカドー、グアバ、ドリアン、ビリンビ、チャンペダ、ナンカ、パンの実、ランブータン、ジャンボ、レンブ、サポテ、チェリモア、サントル、シュガーアップル、マンゴー、カスターアップル、パッションフルーツ、ランソム、マンゴスチン、サワーサップ及びレイシ
133,,190,− その他のもの
134,,,2 その他のもの
135,,210,(1)パイナップル
136,,220,(2)パパイヤ、ポポー、アボカドー、グアバ、ドリアン、ビリンビ、チャンペダ、ナンカ、パンの実、ランブータン、ジャンボ、レンブ、サポテ、チェリモア、サントル、シュガーアップル、マンゴー、カスターアップル、パッションフルーツ、ランソム、マンゴスチン、サワーサップ及びレイシ
137,,,(3)桃、梨及びベリー
138,,230,− ベリー
139,,240,− 桃及び梨
140,,,(4)その他のもの
141,,280,− カムカム
142,,290,− その他のもの
143,08.12,,一時的な保存に適する処理をした果実及びナット（そのままの状態では食用に適しないものに限る。）
144,0812.10,000,さくらんぼ
145,0812.90,,その他のもの
146,,,1 バナナ
147,,100,(1)毎年4月1日から同年9月30日までに輸入されるもの
148,,100,(2)毎年10月1日から翌年3月31日までに輸入されるもの
149,,,2 オレンジ
150,,200,(1)毎年6月1日から同年11月30日までに輸入されるもの
151,,200,(2)毎年12月1日から翌年5月31日までに輸入されるもの
152,,,3 グレープフルーツ及びポメロ
153,,300,(1)毎年6月1日から同年11月30日までに輸入されるもの
154,,300,(2)毎年12月1日から翌年5月31日までに輸入されるもの
155,,,4 その他のもの
156,,410,(1)レモン及びライム（保存用の溶液により一時的な保存に適する処理をしたものを除く。）
157,,430,(2)くり（カスタネア属のもの）
158,,,(3)その他のもの
159,,420,− パパイヤ、ポポー、アボカドー、グアバ、ドリアン、ビリンビ、チャンペダ、ナンカ、パンの実、ランブータン、ジャンボ、レンブ、サポテ、チェリモア、サントル、シュガーアップル、マンゴー、カスターアップル、パッションフルーツ、ランソム、マンゴスチン、サワーサップ及びレイシ
160,,440,− マンダリン、タンジェリン及びうんしゆうみかん並びにクレメンタイン、ウィルキングその他これらに類するかんきつ類の交雑種
161,,490,− その他のもの
162,08.13,,乾燥果実（第08.01項から第08.06項までのものを除く。）及びこの類のナット又は乾燥果実を混合したもの
163,0813.10,000,あんず
164,0813.20,000,プルーン
165,0813.30,000,りんご
166,0813.40,,その他の果実
167,,010,1 ベリー
168,,,2 その他のもの
169,,021,− パパイヤ、ポポー、ドリアン、ビリンビ、チャンペダ、ナンカ、パンの実、ランブータン、ジャンボ、レンブ、サポテ、チェリモア、シュガーアップル、カスターアップル、パッションフルーツ、ランソム、サワーサップ及びレイシ
170,,022,− 干し柿
171,,023,− サントル
172,,029,− その他のもの
173,0813.50,,この類のナット又は乾燥果実を混合したもの
174,,010,1 ナット又は乾燥果実の単一成分の含有量が全重量の50％を超えるもの（くり（カスタネア属のもの）、くるみ、ピスタチオナット、コーラナット（コラ属のもの）、第0802.91号から第0802.99号までのナット又は第0813.10号から第0813.40号までの乾燥果実のいずれかを含むものを除く。）
175,,090,2 その他のもの
176,08.14,,
177,0814.00,000,かんきつ類の果皮及びメロン（すいかを含む。）の皮（生鮮のもの及び冷凍し、乾燥し又は塩水、亜硫酸水その他の保存用の溶液により一時的な保存に適する処理をしたものに限る。）
