,hs_code,suffix,description
0,53.01,,亜麻（精紡したものを除く。）並びにそのトウ及びくず（糸くず及び反毛した繊維を含む。）
1,5301.10,000,亜麻（生のもの及びレッティングしたものに限る。）
2,,,亜麻（破茎、スカッチング、ハックリングその他の処理をしたものに限るものとし、精紡したものを除く。）
3,5301.21,000,破茎し又はスカッチングしたもの
4,5301.29,,その他のもの
5,,010,− 精練したもの
6,,090,− その他のもの
7,5301.30,000,亜麻のトウ及びくず
8,53.02,,大麻（カナビス・サティヴァ。精紡したものを除く。）並びにそのトウ及びくず（糸くず及び反毛した繊維を含む。）
9,5302.10,000,大麻（生のもの及びレッティングしたものに限る。）
10,5302.90,000,その他のもの
11,53.03,,ジュートその他の紡織用靱皮繊維（精紡したもの、亜麻、大麻及びラミーを除く。）並びにそのトウ及びくず（糸くず及び反毛した繊維を含む。）
12,5303.10,000,ジュートその他の紡織用靱皮繊維（生のもの及びレッティングしたものに限る。）
13,5303.90,000,その他のもの
14,53.05,,
15,5305.00,000,ココやし、アバカ（マニラ麻又はムサ・テクスティリス）、ラミーその他の植物性紡織用繊維（他の項に該当するもの及び精紡したものを除く。）並びにそのトウ、ノイル及びくず（糸くず及び反毛した繊維を含む。）
16,53.06,,亜麻糸
17,5306.10,000,単糸
18,5306.20,000,マルチプルヤーン及びケーブルヤーン
19,53.07,,第53.03項のジュートその他の紡織用靱皮繊維の糸
20,5307.10,000,単糸
21,5307.20,000,マルチプルヤーン及びケーブルヤーン
22,53.08,,その他の植物性紡織用繊維の糸及び紙糸
23,5308.10,000,コイヤヤーン
24,5308.20,000,大麻糸
25,5308.90,,その他のもの
26,,020,1 紙糸
27,,091,2 ラミー糸
28,,092,3 その他のもの
29,53.09,,亜麻織物
30,,,亜麻の重量が全重量の85％以上のもの
31,5309.11,000,漂白してないもの及び漂白したもの
32,5309.19,000,その他のもの
33,,,亜麻の重量が全重量の85％未満のもの
34,5309.21,000,漂白してないもの及び漂白したもの
35,5309.29,000,その他のもの
36,53.10,,第53.03項のジュートその他の紡織用靱皮繊維の織物
37,5310.10,000,漂白してないもの
38,5310.90,000,その他のもの
39,53.11,,
40,5311.00,,その他の植物性紡織用繊維の織物及び紙糸の織物
41,,010,1 ラミー織物
42,,020,2 大麻織物及び紙糸の織物
43,,030,3 その他の織物
