,hs_code,suffix,description
293,,100,1 毛皮付きのもの
294,,200,2 その他のもの
295,6211.39,,その他の紡織用繊維製のもの
296,,100,1 毛皮付きのもの
297,,200,2 その他のもの
298,,,その他の女子用の衣類
299,6211.42,,綿製のもの
300,,100,1 毛皮付きのもの
301,,200,2 その他のもの
302,6211.43,,人造繊維製のもの
303,,100,1 毛皮付きのもの
304,,200,2 その他のもの
305,6211.49,,その他の紡織用繊維製のもの
306,,100,1 毛皮付きのもの
307,,,2 その他のもの
308,,220,− 羊毛製又は繊獣毛製のもの
309,,,− その他のもの
310,,210,−− 絹製のもの
311,,290,−− その他のもの
312,62.12,,ブラジャー、ガードル、コルセット、サスペンダー、ガーターその他これらに類する製品及びこれらの部分品（メリヤス編みであるかないか又はクロセ編みであるかないかを問わない。）
313,6212.10,000,ブラジャー
314,6212.20,000,ガードル及びパンティガードル
315,6212.30,000,コースレット
316,6212.90,000,その他のもの
317,62.13,,ハンカチ
318,6213.20,000,綿製のもの
319,6213.90,,その他の紡織用繊維製のもの
320,,010,1 亜麻製又はラミー製のもの
321,,,2 その他のもの
322,,091,− 絹（絹のくずを含む。）製のもの
323,,099,− その他のもの
324,62.14,,ショール、スカーフ、マフラー、マンティーラ、ベールその他これらに類する製品
325,6214.10,,絹（絹のくずを含む。）製のもの
326,,100,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの
327,,200,2 その他のもの
328,6214.20,,羊毛製又は繊獣毛製のもの
329,,100,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの
330,,200,2 その他のもの
331,6214.30,,合成繊維製のもの
332,,100,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの
333,,200,2 その他のもの
334,6214.40,,再生繊維又は半合成繊維製のもの
335,,100,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの
336,,200,2 その他のもの
337,6214.90,,その他の紡織用繊維製のもの
338,,100,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの
339,,,2 その他のもの
340,,210,(1)綿製のもの
341,,290,(2)その他のもの
342,62.15,,ネクタイ
343,6215.10,,絹（絹のくずを含む。）製のもの
344,,010,− 表地が絹のみから成るもの
345,,090,− その他のもの
346,6215.20,000,人造繊維製のもの
347,6215.90,000,その他の紡織用繊維製のもの
348,62.16,,
349,6216.00,,手袋、ミトン及びミット
350,,100,1 剣道用の小手
351,,900,2 その他のもの
352,62.17,,その他の衣類附属品（製品にしたものに限る。）及び衣類又は衣類附属品の部分品（第62.12項のものを除く。）
353,6217.10,,附属品
354,,010,− ベルト
355,,090,− その他のもの
356,6217.90,000,部分品
