,hs_code,suffix,description
0,67.01,,
1,6701.00,000,羽毛皮その他の羽毛付きの鳥の部分、羽毛、羽毛の部分及び鳥の綿毛並びにこれらの製品（この項には、第05.05項の物品並びに加工した羽軸及び羽茎を含まない。）
2,67.02,,人造の花、葉及び果実並びにこれらの部分品及び製品
3,6702.10,000,プラスチック製のもの
4,6702.90,000,その他の材料製のもの
5,67.03,,
6,6703.00,000,人髪（仕上げをし、梳き、漂白し又はその他の加工をしたものに限る。）及び羊毛、獣毛その他の紡織用繊維（かつらその他これに類する物品の製造用に調製したものに限る。）
7,67.04,,かつら、付けひげ、付け眉毛、付けまつげ、かもじその他これらに類する物品（人髪製、獣毛製又は紡織用繊維製のものに限る。）及び人髪製品（他の項に該当するものを除く。）
8,,,合成繊維材料製のもの
9,6704.11,000,かつら（完成品に限る。）
10,6704.19,000,その他のもの
11,6704.20,000,人髪製のもの
12,6704.90,000,その他の材料製のもの
