,hs_code,suffix,description
41,,100,1 腸、ぼうこう又は胃の全形のもの及び断片（単に水煮したものに限る。）
42,,,2 その他のもの
43,,,(1)ハム及びベーコン（滅菌したものを除く。）、プレスハム（豚の肉又はくず肉及びつなぎから成るものに限る。）並びにその他の調製をし又は保存に適する処理をした物品で豚の肉又はくず肉（1個の重量が10グラム以上のものに限る。）のみから成るもの（調味料、香辛料その他これらに類する物品を加えてあるかないかを問わない。）
44,,210,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格以下のもの
45,,220,*〔2〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格を超えるもの
46,,290,(2)その他のもの
47,1602.50,,牛のもの
48,,100,1 腸、ぼうこう又は胃の全形のもの及び断片（単に水煮したものに限る。）
49,,,2 その他のもの
50,,,(1)牛の臓器及び舌のもの
51,,210,− 気密容器入りのもの（野菜を含むものに限る。）
52,,,− その他のもの
53,,291,−− 単に水煮したもの
54,,298,−− その他のもの
55,,,(2)その他のもの
56,,,A 牛の肉及びくず肉（臓器及び舌を除く。）の含有量の合計が全重量の30％未満のもの
57,,,− 気密容器入りのもの（野菜を含むものに限る。）
58,,310,−− 米を含むもの
59,,320,−− その他のもの
60,,,− その他のもの
61,,,−− 米を含むもの
62,,331,−−− 気密容器入りのもの
63,,339,−−− その他のもの
64,,390,−− その他のもの
65,,,B その他のもの
66,,,(a)単に水煮した後に乾燥したもの
67,,,− 気密容器入りのもの
68,,410,−− 冷蔵及び冷凍のいずれもしていないもの
69,,420,−− その他のもの
70,,490,− その他のもの
71,,,(b)調味した後に乾燥したもの
72,,,− 気密容器入りのもの
73,,510,−− 冷蔵及び冷凍のいずれもしていないもの
74,,520,−− その他のもの
75,,590,− その他のもの
76,,600,(c)コーンビーフ
77,,,(d)その他のもの
78,,700,イ 気密容器入りのもの（野菜を含むものに限る。）
79,,,ロ 気密容器入りのもの（冷蔵及び冷凍のいずれもしていないものに限るものとし、野菜を含むものを除く。）
80,,810,− 単に水煮したもの
81,,890,− その他のもの
82,,,ハ その他のもの
83,,910,− 単に水煮したもの
84,,,− その他のもの
85,,991,−− 気密容器入りのもの
86,,999,−− その他のもの
87,1602.90,,その他のもの（動物の血の調製品を含む。）
88,,100,1 腸、ぼうこう又は胃の全形のもの及び断片（単に水煮したものに限る。）
89,,,2 その他のもの
90,,210,(1)牛若しくは豚の肉又は牛若しくは豚のくず肉を含有するもの
91,,,(2)その他のもの
92,,,A 昆虫類のもの
93,,,− 関税暫定措置法第8条の6第1項の規定により経済連携協定に基づく譲許の便益の適用を受けて輸入するもの
94,,261,−− 環太平洋パートナーシップに関する包括的及び先進的な協定（以下、この項において「環太平洋包括的及び先進的協定」という。）附属書2-Dの日本国の関税率表の付録Aの第B節の2のTWQ-JP2に掲げる品目又は経済上の連携に関する日本国と欧州連合との間の協定（以下、この項において「欧州連合協定」という。）附属書2-Aの第3編の第B節の4のTRQ-3に掲げる品目に分類されるもの
95,,262,−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の19のTWQ-JP19に掲げる品目に分類されるもの
96,,263,−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の20のTWQ-JP20に掲げる品目又は欧州連合協定附属書2-Aの第3編の第B節の12のTRQ-11に掲げる品目に分類されるもの
97,,264,−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の22のTWQ-JP22に掲げる品目又は日本国とスイス連邦との間の自由な貿易及び経済上の連携に関する協定（以下この項において「スイス協定」という。）附属書1の付録1の第2節の日本国の表の５欄に(Qc)を掲げる品目に分類されるもの
98,,265,−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の23のTWQ-JP23に掲げる品目又はスイス協定附属書1の付録1の第2節の日本国の表の５欄に(Qe)を掲げる品目に分類されるもの
99,,266,−− その他のもの
100,,,−その他のもの
101,,267,−− 包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定（以下この項において「英国協定」という。）附属書2-Aの第3編の第B節の第2款の3の（a）に定めるもの
102,,268,−− 英国協定附属書2-Aの第3編の第B節の第2款の5の（a）に定めるもの
103,,269,−− その他のもの
104,,290,B その他のもの
105,16.03,,
106,1603.00,,肉、魚又は甲殻類、軟体動物若しくはその他の水棲無脊椎動物のエキス及びジュース
107,,010,1 肉のエキス及びジュース
108,,090,2 その他のもの
109,16.04,,魚（調製し又は保存に適する処理をしたものに限る。）、キャビア及び魚卵から調製したキャビア代用物
110,,,魚（全形のもの及び断片状のものに限るものとし、細かく切り刻んだものを除く。）
111,1604.11,,さけ
112,,010,− 気密容器入りのもの以外のもの
113,,090,− その他のもの
114,1604.12,000,にしん
115,1604.13,,いわし
116,,010,− 気密容器入りのもの
117,,090,− その他のもの
118,1604.14,,まぐろ、はがつお（サルダ属のもの）及びかつお
119,,010,− かつお（気密容器入りのものに限る。）
120,,,− その他のもの
121,,091,−− かつお節
122,,092,−− まぐろ（気密容器入りのものに限る。）
123,,099,−− その他のもの
124,1604.15,000,さば
125,1604.16,000,かたくちいわし
126,1604.17,000,うなぎ
127,1604.18,000,ふかひれ
128,1604.19,,その他のもの
129,,020,− 節類
130,,090,− その他のもの
131,1604.20,,その他の調製をし又は保存に適する処理をした魚
132,,,1 卵
133,,,(1)にしん（クルペア属のもの）又はたら（ガドゥス属、テラグラ属又はメルルシウス属のもの）のもの
134,,,− にしん（クルペア属のもの）のもの
135,,011,−− 気密容器入りのもの
136,,012,−− その他のもの
137,,015,− たら（ガドゥス属、テラグラ属又はメルルシウス属のもの）のもの
138,,019,(2)その他のもの
139,,020,2 その他のもの
140,,,キャビア及びその代用物
141,1604.31,000,キャビア
142,1604.32,,キャビア代用物
143,,010,− イクラ
144,,090,− その他のもの
145,16.05,,甲殻類、軟体動物及びその他の水棲無脊椎動物（調製し又は保存に適する処理をしたものに限る。）
146,1605.10,,かに
147,,010,1 気密容器入りのもの（くん製したものを除く。）
148,,,2 その他のもの
149,,021,− 米を含むもの
150,,029,− その他のもの
151,,,シュリンプ及びプローン
152,1605.21,,気密容器入りでないもの
153,,,1 くん製したもの及び単に水若しくは塩水で煮又はその後に冷蔵し、冷凍し、塩蔵し、塩水漬けし若しくは乾燥したもの
154,,011,− 単に水若しくは塩水で煮又はその後に冷蔵し又は冷凍したもの
155,,019,− その他のもの
156,,,2 その他のもの
157,,021,− 米を含むもの
158,,029,− その他のもの
159,1605.29,,その他のもの
160,,010,1 くん製したもの及び単に水若しくは塩水で煮又はその後に冷蔵し、冷凍し、塩蔵し、塩水漬けし若しくは乾燥したもの
161,,,2 その他のもの
162,,021,− 米を含むもの
163,,029,− その他のもの
164,1605.30,,ロブスター
165,,010,1 くん製したもの及び単に水若しくは塩水で煮又はその後に冷蔵し、冷凍し、塩蔵し、塩水漬けし若しくは乾燥したもの
166,,020,2 その他のもの
167,1605.40,,その他の甲殻類
168,,,1 えび
169,,011,(1)くん製したもの及び単に水若しくは塩水で煮又はその後に冷蔵し、冷凍し、塩蔵し、塩水漬けし若しくは乾燥したもの
170,,012,(2)その他のもの
171,,200,2 その他のもの
172,,,軟体動物
173,1605.51,,かき
174,,,1 くん製したもの
175,,110,− 貝柱
176,,190,− その他のもの
177,,,2 その他のもの
178,,910,− 気密容器入りのもの
179,,990,− その他のもの
180,1605.52,,スキャロップ（いたや貝を含む。）
181,,200,1 くん製したもの
182,,900,2 その他のもの
183,1605.53,,い貝
184,,,1 くん製したもの
185,,110,− 貝柱
186,,190,− その他のもの
187,,,2 その他のもの
188,,910,− 気密容器入りのもの
189,,990,− その他のもの
190,1605.54,,いか
191,,100,1 くん製したもの
192,,,2 その他のもの
193,,,− 気密容器入りのもの
194,,911,−− 米を含むもの
195,,919,−− その他のもの
196,,,− その他のもの
197,,991,−− 米を含むもの
198,,999,−− その他のもの
199,1605.55,,たこ
200,,100,1 くん製したもの
201,,,2 その他のもの
202,,910,− 気密容器入りのもの
203,,990,− その他のもの
204,1605.56,,クラム、コックル及びアークシェル
205,,,1 くん製したもの
206,,110,− 貝柱
207,,190,− その他のもの
208,,,2 その他のもの
209,,910,− 気密容器入りのもの
210,,990,− その他のもの
211,1605.57,,あわび
212,,100,1 くん製したもの
213,,900,2 その他のもの
214,1605.58,,かたつむりその他の巻貝（海棲のものを除く。）
215,,100,1 くん製したもの
216,,,2 その他のもの
217,,910,− 気密容器入りのもの
218,,990,− その他のもの
219,1605.59,,その他のもの
220,,,1 くん製したもの
221,,911,− 貝柱
222,,919,− その他のもの
223,,,2 その他のもの
224,,991,− 気密容器入りのもの
225,,999,− その他のもの
226,,,その他の水棲無脊椎動物
227,1605.61,,なまこ
228,,100,1 くん製したもの
229,,900,2 その他のもの
230,1605.62,,うに
231,,100,1 くん製したもの
232,,900,2 その他のもの
233,1605.63,,くらげ
234,,100,1 くん製したもの
235,,900,2 その他のもの
236,1605.69,,その他のもの
237,,400,1 くん製したもの
238,,,2 その他のもの
239,,910,(1) うに
240,,920,(2) くらげ
241,,990,(3) その他のもの
