,hs_code,suffix,description
124,1212.99,,その他のもの
125,,,1 こんにやく芋（アモルフォファルス）（切り、乾燥し又は粉状にしたものであるかないかを問わない。）
126,,110,− 267トン（荒粉換算数量とし、政令で定めるところにより換算するものとする。）を基準とし、当該年度における国内需要見込数量から国内生産見込数量を控除した数量、国際市況その他の条件を勘案して政令で定める数量以内のもの
127,,190,− その他のもの
128,,,2 その他のもの
129,,910,− あんず、桃（ネクタリンを含む。）又はプラムの核及び仁
130,,990,− その他のもの
131,12.13,,
132,1213.00,000,穀物のわら及び殻（切り、粉砕し、圧縮し又はペレット状にしたものであるかないかを問わないものとし、調製したものを除く。）
133,12.14,,ルタバガ、飼料用のビートその他の飼料用の根菜類、飼料用の乾草、ルーサン（アルファルファ）、クローバー、セインホイン、飼料用のケール、ルーピン、ベッチその他これらに類する飼料用植物（ペレット状にしてあるかないかを問わない。）
134,1214.10,000,ルーサン（アルファルファ）のミール及びペレット
135,1214.90,,その他のもの
136,,010,− キューブ状のもの
137,,090,− その他のもの
