,hs_code,suffix,description
85,,,B 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、小麦産品（ライ小麦産品を含む。）が最大の重量を占めるもの
86,,151,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
87,,159,− その他のもの
88,,,C 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、大麦産品（裸麦産品を含む。）が最大の重量を占めるもの
89,,161,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
90,,169,− その他のもの
91,,,D 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、でん粉が最大の重量を占めるもの
92,,,(a)小麦でん粉を含有するもの
93,,171,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
94,,172,− その他のもの
95,,,(b)その他のもの
96,,,− でん粉等に係る共通の限度数量以内のもの
97,,176,−− 砂糖を加えたもの
98,,177,−− その他のもの
99,,179,− その他のもの
100,,,(3)餅、だんごその他これらに類する米産品（乳幼児用又は食餌療法用のものを除く。）
101,,,〔1〕米の含有量が全重量の30％以下のもの
102,,,*〔i〕砂糖を加えたもの
103,,583,*1 しよ糖の含有量が全重量の15％以下のもの
104,,585,*2 その他のもの
105,,586,*〔ii〕その他のもの
106,,,〔2〕その他のもの
107,,587,− 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
108,,588,− その他のもの
109,,,2 その他のもの
110,,,(1)第04.01項から第04.04項までの物品の調製食料品
111,,,A 砂糖を加えたもの
112,,,(a)しよ糖の含有量が全重量の50％未満のもの
113,,211,− 各成分のうち砂糖の重量が最大のもの
114,,,− その他のもの
115,,216,−− 加圧容器入りにしたホイップドクリーム
116,,217,−− その他のもの
117,,219,(b)その他のもの
118,,,B その他のもの
119,,221,− 加圧容器入りにしたホイップドクリーム
120,,229,− その他のもの
121,,230,(2)麦芽エキス
122,,,(3)その他のもの
123,,,A 砂糖を加えたもの
124,,,(a)しよ糖の含有量が全重量の15％以下のもの
125,,241,− 米粉調製品
126,,242,− 小麦粉調製品
127,,243,− その他のもの
128,,,(b)その他のもの
129,,,− 各成分のうち砂糖の重量が最大のもの
130,,246,−− 米粉調製品
131,,247,−− 小麦粉調製品
132,,248,−− その他のもの
133,,,− その他のもの
134,,251,−− 米粉調製品
135,,252,−− 小麦粉調製品
136,,253,−− その他のもの
137,,,B その他のもの
138,,261,− 小売用の容器入りにしたもの（容器ともの1個の重量が500グラム以下のものに限る。）
139,,,− その他のもの
140,,266,−− 米粉調製品
141,,267,−− 小麦粉調製品
142,,269,−− その他のもの
143,19.02,,スパゲッティ、マカロニ、ヌードル、ラザーニヤ、ニョッキ、ラビオリ、カネローニその他のパスタ（加熱による調理をし、肉その他の材料を詰め又はその他の調製をしたものであるかないかを問わない。）及びクースクース（調製してあるかないかを問わない。）
144,,,パスタ（加熱による調理をし、詰物をし又はその他の調製をしたものを除く。）
145,1902.11,000,卵を含有するもの
146,1902.19,,その他のもの
147,,010,1 ビーフン
148,,,2 その他のもの
149,,,− マカロニ及びスパゲッティ
150,,093,−− スパゲッティ
151,,094,−− マカロニ
152,,,− その他のもの
153,,092,−− うどん、そうめん及びそば
154,,099,−− その他のもの
155,1902.20,,パスタ（詰物をしたものに限るものとし、加熱による調理をしてあるかないか又はその他の調製をしてあるかないかを問わない。）
156,,,1 砂糖を加えたもの
157,,110,(1)ソーセージ、肉、くず肉、血、昆虫類、魚又は甲殻類、軟体動物若しくはその他の水棲無脊椎動物の一以上を詰めたもので、これらの物品の含有量の合計が全重量の20％を超え、かつ、これらの物品のうちえびが最大の重量を占めるもの
158,,190,(2)その他のもの
159,,,2 その他のもの
160,,210,(1)ソーセージ、肉、くず肉、血、昆虫類、魚又は甲殻類、軟体動物若しくはその他の水棲無脊椎動物の一以上を詰めたもので、これらの物品の含有量の合計が全重量の20％を超え、かつ、これらの物品のうちえびが最大の重量を占めるもの
161,,220,(2)その他のもの
162,1902.30,,その他のパスタ
163,,100,1 砂糖を加えたもの
164,,,2 その他のもの
165,,210,− インスタントラーメンその他の即席めん類
166,,290,− その他のもの
167,1902.40,000,クースクース
168,19.03,,
169,1903.00,000,タピオカ及びでん粉から製造したタピオカ代用物（フレーク状、粒状、真珠形、ふるいかす状その他これらに類する形状のものに限る。）
170,19.04,,穀物又は穀物産品を膨脹させて又はいつて得た調製食料品（例えば、コーンフレーク）並びに粒状又はフレーク状の穀物（とうもろこしを除く。）及びその他の加工穀物（粉、ひき割り穀物及びミールを除く。）であらかじめ加熱による調理その他の調製をしたもの（他の項に該当するものを除く。）
171,1904.10,,穀物又は穀物産品を膨脹させて又はいつて得た調製食料品
172,,010,1 朝食用穀物調製品（米、小麦、ライ小麦、大麦又は裸麦を単に膨脹させて又はいつて得たものを除く。）
173,,,2 米、小麦（ライ小麦を含む。）又は大麦（裸麦を含む。）のいずれかを単に膨脹させて又はいつて得た物品の含有量が全重量の50％以上の調製食料品
174,,,(1)米のもの
175,,211,− 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
176,,212,− その他のもの
177,,,(2)小麦（ライ小麦を含む。）のもの
178,,221,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
179,,229,− その他のもの
180,,,(3)大麦（裸麦を含む。）のもの
181,,231,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
182,,239,− その他のもの
183,,300,3 その他のもの
184,1904.20,,いつてない穀物のフレークから得た調製食料品及びいつてない穀物のフレークといつた穀物のフレーク又は膨脹させた穀物との混合物から得た調製食料品
185,,100,1 朝食用穀物調製品
186,,,2 米、小麦（ライ小麦を含む。）又は大麦（裸麦を含む。）のいずれかを単に膨脹させて得た物品の含有量が全重量の50％以上の調製食料品
187,,,(1)米のもの
188,,211,− 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
189,,212,− その他のもの
190,,,(2)小麦（ライ小麦を含む。）のもの
191,,221,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
192,,229,− その他のもの
193,,,(3)大麦（裸麦を含む。）のもの
194,,231,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
195,,239,− その他のもの
196,,300,3 その他のもの
197,1904.30,,ブルガー小麦
198,,010,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
199,,090,− その他のもの
200,1904.90,,その他のもの
201,,,1 米のもの
202,,110,*〔1〕米の含有量が全重量の30％以下のもの
203,,,*〔2〕その他のもの
204,,120,− 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
205,,130,− その他のもの
206,,,2 小麦又はライ小麦のもの
207,,210,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
208,,290,− その他のもの
209,,,3 大麦又は裸麦のもの
210,,310,− 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの
211,,390,− その他のもの
212,,400,4 その他のもの
213,19.05,,パン、ペーストリー、ケーキ、ビスケットその他のベーカリー製品（ココアを含有するかしないかを問わない。）及び聖さん用ウエハー、医療用に適するオブラート、シーリングウエハー、ライスペーパーその他これらに類する物品
214,1905.10,000,クリスプブレッド
215,1905.20,000,ジンジャーブレッドその他これに類する物品
216,,,スイートビスケット、ワッフル及びウエハー
217,1905.31,000,スイートビスケット
218,1905.32,000,ワッフル及びウエハー
219,1905.40,000,ラスク、トーストパンその他これらに類する焼いた物品
220,1905.90,,その他のもの
221,,100,1 パン、乾パンその他これらに類するベーカリー製品（砂糖、はちみつ、卵、脂肪、チーズ又は果実を加えたものを除く。）
222,,200,2 聖さん用ウエハー、医療用に適するオブラート、シーリングウエハー、ライスペーパーその他これらに類する物品
223,,,3 その他のもの
224,,,(1)砂糖を加えたもの
225,,311,A あられ、せんべいその他これらに類する米菓
226,,312,B ビスケット、クッキー及びクラッカー
227,,314,C 主としてばれいしよの粉から成る混合物を成型した後、食用油で揚げ又は焼いたもの
228,,,D その他のもの
229,,313,− ピザ（冷蔵し又は冷凍したものに限る。）
230,,319,− その他のもの
231,,,(2)その他のもの
232,,321,A あられ、せんべいその他これらに類する米菓
233,,322,B ビスケット、クッキー及びクラッカー
234,,323,C 主としてばれいしよの粉から成る混合物を成型した後、食用油で揚げ又は焼いたもの
235,,329,D その他のもの
