,hs_code,suffix,description
79,68.14,,雲母（加工したものに限る。）及び雲母製品（凝結雲母及び再生雲母を含むものとし、紙、板紙その他の材料により支持してあるかないかを問わない。）
80,6814.10,000,凝結雲母又は再生雲母の板、シート及びストリップ（支持してあるかないかを問わない。）
81,6814.90,000,その他のもの
82,68.15,,石その他の鉱物性材料の製品（炭素繊維及びその製品並びに泥炭製品を含むものとし、他の項に該当するものを除く。）
83,,,炭素繊維及びその製品（電気用品を除く。）並びにその他の黒鉛又はその他の炭素の製品（電気用品を除く。）
84,6815.11,000,炭素繊維
85,6815.12,000,炭素繊維製の織物類
86,6815.13,000,炭素繊維製のその他の製品
87,6815.19,000,その他のもの
88,6815.20,000,泥炭製品
89,,,その他の製品
90,6815.91,000,マグネサイト、マグネシア（ペリクレースのものに限る。）、ドロマイト（ドライムのものを含む。）又はクロマイトを含有するもの
91,6815.99,,その他のもの
92,,010,− 電気鋳造耐火れんが
93,,090,− その他のもの
