,hs_code,suffix,description
0,73.01,,鋼矢板（穴をあけてあるかないか又は組み合わせてあるかないかを問わない。）及び溶接形鋼
1,7301.10,,鋼矢板
2,,010,1 合金鋼のもの
3,,020,2 その他のもの
4,7301.20,000,形鋼
5,73.02,,レール、ガードレール、ラックレール及びトングレール、轍差、転轍棒その他の分岐器の構成部分（鉄鋼製の建設資材で鉄道又は軌道の線路用のものに限る。）並びにまくら木、継目板、座鉄、座鉄くさび、ソールプレート、レールクリップ、床板、タイその他の資材で、レールの接続又は取付けに専ら使用するもの（鉄鋼製の建設資材で鉄道又は軌道の線路用のものに限る。）
6,7302.10,000,レール
7,7302.30,000,トングレール、轍差、転轍棒その他の分岐器の構成部分
8,7302.40,000,継目板及びソールプレート
9,7302.90,000,その他のもの
10,73.03,,
11,7303.00,000,鋳鉄製の管及び中空の形材
12,73.04,,鉄鋼製の管及び中空の形材（継目なしのものに限るものとし、鋳鉄製のものを除く。）
13,,,油又はガスの輸送に使用する種類のラインパイプ
14,7304.11,000,ステンレス鋼製のもの
15,7304.19,,その他のもの
16,,100,1 合金鋼製のもの
17,,900,2 その他のもの
18,,,油又はガスの掘削に使用する種類のケーシング、チュービング及びドリルパイプ
19,7304.22,000,ドリルパイプ（ステンレス鋼製のもの）
20,7304.23,,その他のドリルパイプ
21,,010,− 合金鋼製のもの
22,,090,− その他のもの
23,7304.24,000,その他のもの（ステンレス鋼製のもの）
24,7304.29,,その他のもの
25,,010,1 合金鋼製のもの
26,,090,2 その他のもの
27,,,その他のもの（鉄製又は非合金鋼製のもので、横断面が円形のものに限る。）
28,7304.31,,冷間引抜き又は冷間圧延をしたもの
29,,010,1 ドリルパイプ
30,,020,2 その他のもの
31,7304.39,,その他のもの
32,,010,1 ドリルパイプ
33,,020,2 その他のもの
34,,,その他のもの（ステンレス鋼製のもので、横断面が円形のものに限る。）
35,7304.41,,冷間引抜き又は冷間圧延をしたもの
36,,010,1 ドリルパイプ
37,,020,2 その他のもの
38,7304.49,,その他のもの
39,,010,1 ドリルパイプ
40,,020,2 その他のもの
41,,,その他のもの（その他の合金鋼製のもので、横断面が円形のものに限る。）
42,7304.51,,冷間引抜き又は冷間圧延をしたもの
43,,010,1 ドリルパイプ
44,,020,2 その他のもの
45,7304.59,,その他のもの
46,,010,1 ドリルパイプ
47,,020,2 その他のもの
48,7304.90,,その他のもの
49,,050,1 ドリルパイプ
50,,,2 その他のもの
51,,030,(1)合金鋼製のもの
52,,040,(2)その他のもの
53,73.05,,鉄鋼製のその他の管（例えば、溶接、リベット接合その他これらに類する接合をしたもの。横断面が円形のもので、外径が406.4ミリメートルを超えるものに限る。）
54,,,油又はガスの輸送に使用する種類のラインパイプ
55,7305.11,,縦方向にサブマージアーク溶接をしたもの
56,,010,1 合金鋼製のもの
57,,020,2 その他のもの
58,7305.12,,その他のもの（縦方向に溶接したものに限る。）
59,,010,1 合金鋼製のもの
60,,020,2 その他のもの
61,7305.19,,その他のもの
62,,010,1 合金鋼製のもの
63,,020,2 その他のもの
64,7305.20,,油又はガスの掘削に使用する種類のケーシング
65,,010,1 合金鋼製のもの
66,,020,2 その他のもの
67,,,その他の溶接管
68,7305.31,,縦方向に溶接したもの
69,,010,1 合金鋼製のもの
70,,020,2 その他のもの
71,7305.39,,その他のもの
72,,010,1 合金鋼製のもの
73,,020,2 その他のもの
74,7305.90,,その他のもの
75,,010,1 合金鋼製のもの
76,,020,2 その他のもの
77,73.06,,鉄鋼製のその他の管及び中空の形材（例えば、オープンシームのもの及び溶接、リベット接合その他これらに類する接合をしたもの）
78,,,油又はガスの輸送に使用する種類のラインパイプ
79,7306.11,000,溶接管（ステンレス鋼製のものに限る。）
80,7306.19,,その他のもの
81,,100,1 合金鋼製のもの
82,,900,2 その他のもの
83,,,油又はガスの掘削に使用する種類のケーシング及びチュービング
84,7306.21,000,溶接管（ステンレス鋼製のものに限る。）
85,7306.29,,その他のもの
86,,100,1 合金鋼製のもの
87,,900,2 その他のもの
88,7306.30,,その他の溶接管（鉄製又は非合金鋼製のもので、横断面が円形のものに限る。）
89,,,− 配管用炭素鋼鋼管
90,,011,−− めつきしたもの
91,,019,−− その他のもの
92,,,− 一般構造用炭素鋼鋼管
93,,021,−− めつきしたもの
94,,029,−− その他のもの
95,,090,− その他のもの
96,7306.40,000,その他の溶接管（ステンレス鋼製のもので、横断面が円形のものに限る。）
97,7306.50,000,その他の溶接管（その他の合金鋼製のもので、横断面が円形のものに限る。）
98,,,その他の溶接管（横断面が円形のものを除く。）
99,7306.61,,横断面が正方形又は長方形のもの
100,,100,1 合金鋼製のもの
101,,,2 その他のもの
102,,910,− 一辺の長さが200ミリメートル以上のもの
103,,990,− その他のもの
104,7306.69,,その他のもの（横断面が円形のものを除く。）
105,,100,1 合金鋼製のもの
106,,900,2 その他のもの
107,7306.90,,その他のもの
108,,010,1 合金鋼製のもの
109,,020,2 その他のもの
110,73.07,,鉄鋼製の管用継手（例えば、カップリング、エルボー及びスリーブ）
111,,,鋳造した継手
112,7307.11,000,非可鍛鋳鉄製のもの
113,7307.19,000,その他のもの
114,,,その他のもの（ステンレス鋼製のものに限る。）
115,7307.21,000,フランジ
116,7307.22,000,エルボー、ベンド及びスリーブ（ねじ式のものに限る。）
117,7307.23,000,継手（突合せ溶接式のものに限る。）
118,7307.29,000,その他のもの
119,,,その他のもの
120,7307.91,000,フランジ
121,7307.92,000,エルボー、ベンド及びスリーブ（ねじ式のものに限る。）
122,7307.93,,継手（突合せ溶接式のものに限る。）
